text,author,likes,video_title,video_id,published_at,source,sentiment_score,sentiment_category
Short nd crisp info,@vaibhavmishravaibhav9960,1,Paracetamol has been Banned by the Indian Government | #paracetamol #medicines,ReuEVvBlFi4,2024-09-10T05:45:26Z,youtube,0.0,neutral
"i just bought it on sep 6th, and your video on sep 3rd says it is banned.",@thelayman6189,3,Paracetamol has been Banned by the Indian Government | #paracetamol #medicines,ReuEVvBlFi4,2024-09-07T19:46:17Z,youtube,-0.4588,negative
Thank you mxxh ma'am,@vaibhavmishravaibhav9960,0,Paracetamol has been Banned by the Indian Government | #paracetamol #medicines,ReuEVvBlFi4,2024-09-10T05:45:11Z,youtube,0.3612,positive
"paracetamol has been never banned, false -click bait",@ADARSHSHARMASAFFRON,2,Paracetamol has been Banned by the Indian Government | #paracetamol #medicines,ReuEVvBlFi4,2024-11-15T09:13:33Z,youtube,0.357,positive
It's stupidity. Govt pretends to be guardian,@SatishMorey-c6v,0,Paracetamol has been Banned by the Indian Government | #paracetamol #medicines,ReuEVvBlFi4,2025-06-27T16:26:05Z,youtube,-0.5106,negative
And which all medicines are banned,@saurabhyadav247,0,Paracetamol has been Banned by the Indian Government | #paracetamol #medicines,ReuEVvBlFi4,2024-09-03T16:38:31Z,youtube,-0.4588,negative
BAKLOL 😅😅😅,@Dheerajkumarb005,0,Paracetamol has been Banned by the Indian Government | #paracetamol #medicines,ReuEVvBlFi4,2024-09-13T17:05:57Z,youtube,0.0,neutral
2nd view 🎉,@struggleislife7035,0,Paracetamol has been Banned by the Indian Government | #paracetamol #medicines,ReuEVvBlFi4,2024-09-03T09:26:24Z,youtube,0.0,neutral
1 view 🎉,@ektavlogster666,0,Paracetamol has been Banned by the Indian Government | #paracetamol #medicines,ReuEVvBlFi4,2024-09-03T09:16:22Z,youtube,0.0,neutral
Good Decision 🔥,@RamBhaktSingh96,1,Paracetamol has been Banned by the Indian Government | #paracetamol #medicines,ReuEVvBlFi4,2024-09-03T11:15:22Z,youtube,0.4404,positive
Thanks to who ever discovered this medicine.,@nwankwoemmanuel8867,1,How Medicine Works: Paracetamol,nVlxsrMKMxg,2025-08-27T16:03:36Z,youtube,0.4404,positive
i love ur videos so much,@DomingoCalcabin,4,How Medicine Works: Paracetamol,nVlxsrMKMxg,2023-12-26T05:01:54Z,youtube,0.6369,positive
That background piano 🎹 😢,@XPmode021,1,How Medicine Works: Paracetamol,nVlxsrMKMxg,2025-04-12T15:37:12Z,youtube,0.0,neutral
Magdasal ka lang nakikinig Ang Dios🙏🙏🙏,@estelitaolmilla7189,1,How Medicine Works: Paracetamol,nVlxsrMKMxg,2023-12-26T02:31:30Z,youtube,0.0,neutral
Y,@ArnoldPalanas-zv9sy,3,How Medicine Works: Paracetamol,nVlxsrMKMxg,2023-12-24T11:12:28Z,youtube,0.0,neutral
Overdose will destroy your liver and kidney,@RossReyes-d5y,0,How Medicine Works: Paracetamol,nVlxsrMKMxg,2025-05-24T11:57:37Z,youtube,-0.5423,negative
👍👍,@eyekonic.sodani,7,How Medicine Works: Paracetamol,nVlxsrMKMxg,2023-12-19T10:22:22Z,youtube,0.0,neutral
"✔
➖",@joj32106,0,How Medicine Works: Paracetamol,nVlxsrMKMxg,2024-07-05T09:57:35Z,youtube,0.0,neutral
Thank you for your examination.,@officialaccount..malnadsmg,0,Is Paracetamol Safe In Pregnancy? | Dr Jay Mehta Mumbai,ktNpFMbgMUI,2025-11-14T10:08:45Z,youtube,0.3612,positive
"Today i'm eating more of a panadol  24 hour I am eating four without eating three panadol please tell me what to do now, start my four months pregnancy",@TahminaomanVlogs,1,Is Paracetamol Safe In Pregnancy? | Dr Jay Mehta Mumbai,ktNpFMbgMUI,2025-09-21T06:37:21Z,youtube,0.3182,neutral
A new study (French/Danish) has shown that the first week of a pregnancy is critical though. The study will be published in the magazine Human Reproduction today (18.8.2025),@haberdashery148,2,Is Paracetamol Safe In Pregnancy? | Dr Jay Mehta Mumbai,ktNpFMbgMUI,2025-08-18T07:45:36Z,youtube,-0.3182,neutral
"Sir i tok crocin with other medication containing paracetamol,,,with gap of 4hours is it okay or should i show in hospital
Will it cause overdose😭
Pls try to msg me as soon as possible sir😭🥺",@Shruti11138,1,Is Paracetamol Safe In Pregnancy? | Dr Jay Mehta Mumbai,ktNpFMbgMUI,2025-09-07T09:17:28Z,youtube,0.296,neutral
Dolo 650 le sakte hai kya sir 1st month me,@deepikadeepika8004,1,Is Paracetamol Safe In Pregnancy? | Dr Jay Mehta Mumbai,ktNpFMbgMUI,2025-09-06T09:47:42Z,youtube,0.0,neutral
Is dolo safe twice a day during 2nd trimester?,@shraddhamandaliya2259,4,Is Paracetamol Safe In Pregnancy? | Dr Jay Mehta Mumbai,ktNpFMbgMUI,2024-11-20T19:04:31Z,youtube,0.4404,positive
Dant dard ke liye sir hum ugenia 650 le skte hai kya,@PoojaMastud-b2k,1,Is Paracetamol Safe In Pregnancy? | Dr Jay Mehta Mumbai,ktNpFMbgMUI,2025-07-14T04:11:15Z,youtube,0.0,neutral
Sir mujhe achank bahut gas ban gya tha or pet dard ho rha tha to mai galti se pet dard ki dwa ke jagah ye 1 tablet kha li to koi dikkat hogi kya please btayiye,@J.y-o.t.i,0,Is Paracetamol Safe In Pregnancy? | Dr Jay Mehta Mumbai,ktNpFMbgMUI,2025-09-28T08:42:39Z,youtube,-0.3182,neutral
Tq sir,@ramramya6260,1,Is Paracetamol Safe In Pregnancy? | Dr Jay Mehta Mumbai,ktNpFMbgMUI,2025-06-24T14:44:03Z,youtube,0.0,neutral
Nice 👍🏻 sir,@RskitchenMumbra,1,Is Paracetamol Safe In Pregnancy? | Dr Jay Mehta Mumbai,ktNpFMbgMUI,2025-06-09T16:42:42Z,youtube,0.4215,positive
Thanks a lot ....,@kusumsingh8161,2,Is Paracetamol Safe In Pregnancy? | Dr Jay Mehta Mumbai,ktNpFMbgMUI,2024-11-24T13:44:31Z,youtube,0.4404,positive
"Pranam Doctor 
My wife has lower abdominal pain after embryo transfer and currently she is 9 week of pregnant but my doctor prescribed drotin m tablet twice a day for 3 days, is it safe to consume?
Kindly reply sir.",@gauravsingh-mf7xv,2,Is Paracetamol Safe In Pregnancy? | Dr Jay Mehta Mumbai,ktNpFMbgMUI,2025-08-02T06:19:11Z,youtube,0.7506,positive
Sir plz tell me im 2 mnth prangancy sir lighta fvr daily last 3dsys i told my doctor she provides paracitamol tablet .. sir can i use or not use  that tablets,@abithar8111,0,Is Paracetamol Safe In Pregnancy? | Dr Jay Mehta Mumbai,ktNpFMbgMUI,2024-12-10T07:37:51Z,youtube,0.0772,neutral
Sar mujhe gathiya hawa hai aur Main pregnant hun Kya Main isko roj Le sakti hun,@manishakhankhan0023,0,Is Paracetamol Safe In Pregnancy? | Dr Jay Mehta Mumbai,ktNpFMbgMUI,2024-12-23T15:06:26Z,youtube,0.0,neutral
Sir mera month pregnancy h 2se 4 din m pregnancy dte h or m bathroom girbgai hu pain killer,@cutebabymomentactivities3120,0,Is Paracetamol Safe In Pregnancy? | Dr Jay Mehta Mumbai,ktNpFMbgMUI,2025-03-02T17:12:28Z,youtube,-0.8225,negative
"I am suffering from cough,fever 
Can i use dolo 650 now iam in 6th month",@pravalikamididoddi8070,0,Is Paracetamol Safe In Pregnancy? | Dr Jay Mehta Mumbai,ktNpFMbgMUI,2025-01-19T05:32:00Z,youtube,-0.4767,negative
Sir Mera 6 month starting chalra or muje fever hora tej maiky dolo 650 adhi Goli kha ki fever ti Utar gya h but pet.  Dard hora g mere,@gadwaligirlsemmi936,0,Is Paracetamol Safe In Pregnancy? | Dr Jay Mehta Mumbai,ktNpFMbgMUI,2025-08-26T20:01:54Z,youtube,0.0,neutral
8month pragency la tooth painku paracettamal podalama,@ammuammu4780,0,Is Paracetamol Safe In Pregnancy? | Dr Jay Mehta Mumbai,ktNpFMbgMUI,2025-04-10T11:42:58Z,youtube,0.0,neutral
"sim,eu sou o melhor remédio",@paracetamol1126,148,"Paracetamol (Tylenol): Para que serve, como tomar e efeitos colaterais",zBFUEyuIM5I,2020-11-25T13:59:46Z,youtube,0.0,neutral
Muito obrigado meu filho tem 27 anos de idade e se queixava de dor forte de cabeça o único remédio que tinha aqui era paracetamol vagamente sabia que era pra dor dei pra ele tomar sem ter muita certeza por isso vim no iutub perguntar  valeu Deus te abençoe por informação,@iracymenezes3333,13,"Paracetamol (Tylenol): Para que serve, como tomar e efeitos colaterais",zBFUEyuIM5I,2024-04-18T03:29:48Z,youtube,-0.296,neutral
Já tomei muito Paracetamol pra dor de cabeça e até que me deu tipo uma alergia. Fiquei com a barriga toda cheia de carocinho. Não lembro se coçava. Só que hoje tomo remédios pra pressão evitei tomar pra reação da Astrazeneca,@mariadosocorromascarenhas6611,13,"Paracetamol (Tylenol): Para que serve, como tomar e efeitos colaterais",zBFUEyuIM5I,2021-05-24T00:30:59Z,youtube,0.0,neutral
"Bom dia, Dr. Minha esposa nunca teve reação alérgica com Paracetamol, mas ontem, ela tomou um do laboratório EMS, e teve reação e inchaço no rosto.",,5,"Paracetamol (Tylenol): Para que serve, como tomar e efeitos colaterais",zBFUEyuIM5I,2024-05-03T13:10:04Z,youtube,-0.296,neutral
Ótima  explicação  obrigado 🎉,@eusavieira641,0,"Paracetamol (Tylenol): Para que serve, como tomar e efeitos colaterais",zBFUEyuIM5I,2025-10-22T01:10:25Z,youtube,0.0,neutral
Paracetamol pra mim  nunca tirou a minha  dor de nada valeu,@MarciaMartins-o9y,1,"Paracetamol (Tylenol): Para que serve, como tomar e efeitos colaterais",zBFUEyuIM5I,2025-06-11T17:45:57Z,youtube,0.0,neutral
Deus abençoa pela explicação obrigada,@divaaraujo4527,4,"Paracetamol (Tylenol): Para que serve, como tomar e efeitos colaterais",zBFUEyuIM5I,2022-01-28T17:32:04Z,youtube,0.0,neutral
"Dr. Julio, uso diário de paracetamol ou dipirona pode causar sérios problemas? Estou evitando o Diclofenaco. Tenho ciática.",@robson.michel,11,"Paracetamol (Tylenol): Para que serve, como tomar e efeitos colaterais",zBFUEyuIM5I,2022-04-11T05:46:09Z,youtube,0.0,neutral
Obrigada Dr Júlio,@leagoulartrosarosa744,4,"Paracetamol (Tylenol): Para que serve, como tomar e efeitos colaterais",zBFUEyuIM5I,2022-03-27T22:30:56Z,youtube,0.0,neutral
uso pra dor nos dentes!! é top,@fernandocamara3003,5,"Paracetamol (Tylenol): Para que serve, como tomar e efeitos colaterais",zBFUEyuIM5I,2024-03-11T22:15:46Z,youtube,0.3365,positive
Obrigada Dr. Pelas informações,@marildasilvano7876,10,"Paracetamol (Tylenol): Para que serve, como tomar e efeitos colaterais",zBFUEyuIM5I,2020-08-11T17:27:27Z,youtube,0.0,neutral
Muito obrigado pelo vídeo,@correalazzuri,2,"Paracetamol (Tylenol): Para que serve, como tomar e efeitos colaterais",zBFUEyuIM5I,2023-04-21T21:13:51Z,youtube,0.0,neutral
"Eu sempre passei longe desse remédio até que descobri que tinha alergia a dipirona. 
Foi o que me salvou da crise de dor na cervical 😢",@nandocorrentti2920,0,"Paracetamol (Tylenol): Para que serve, como tomar e efeitos colaterais",zBFUEyuIM5I,2025-09-07T02:02:04Z,youtube,0.0,neutral
"no meu organismo dipirona não resolve, mas paracetamol bate em questão de minutos (tira toda a dor).",@Sheilabaraujoo,4,"Paracetamol (Tylenol): Para que serve, como tomar e efeitos colaterais",zBFUEyuIM5I,2024-10-22T20:30:36Z,youtube,0.1027,neutral
Óbrigdo   doutor   que deus    lhe   abençoe   paracetamol calculada   eatiflamatori,@josefapereira8923,0,"Paracetamol (Tylenol): Para que serve, como tomar e efeitos colaterais",zBFUEyuIM5I,2025-07-12T17:50:40Z,youtube,0.0,neutral
Eu prefiro o dipirona ao paracetamol. Mas costumo usar também.,@maraduartenunes5585,3,"Paracetamol (Tylenol): Para que serve, como tomar e efeitos colaterais",zBFUEyuIM5I,2023-10-08T17:40:31Z,youtube,0.0,neutral
Obrigado Dr. Deus te abençoe,@valdecyramosdefranca2609,0,"Paracetamol (Tylenol): Para que serve, como tomar e efeitos colaterais",zBFUEyuIM5I,2022-06-27T21:05:34Z,youtube,0.0,neutral
O senhor falou do peso. Se peso 62kg e tomei o 750mg tem problema?,@francielilopes9198,6,"Paracetamol (Tylenol): Para que serve, como tomar e efeitos colaterais",zBFUEyuIM5I,2022-01-07T20:08:51Z,youtube,0.0,neutral
Obg doutor,@fatimacabral8633,3,"Paracetamol (Tylenol): Para que serve, como tomar e efeitos colaterais",zBFUEyuIM5I,2021-02-19T18:40:03Z,youtube,0.0,neutral
Em Portugal se chama de.          Ben u ron,@carloscardoso6382,2,"Paracetamol (Tylenol): Para que serve, como tomar e efeitos colaterais",zBFUEyuIM5I,2025-01-08T09:41:50Z,youtube,0.0,neutral
Thank you madam,@narayanammau2958,2,Paracetamol Dolo 650 : Uses and Frequently asked questions,q_8ubk9dt6E,2025-01-07T15:35:04Z,youtube,0.3612,positive
Thank you very much,@banhishikhapani362,4,Paracetamol Dolo 650 : Uses and Frequently asked questions,q_8ubk9dt6E,2022-08-13T02:01:50Z,youtube,0.3612,positive
Good 👍,@sureshkumarmandal5248,0,Paracetamol Dolo 650 : Uses and Frequently asked questions,q_8ubk9dt6E,2022-10-29T17:57:46Z,youtube,0.4404,positive
بني غامق من السهل السباحة,@samsunga02-u1s,0,PARACETAMOL SYRUP,rl-Vao7PxN8,2025-11-06T05:58:35Z,youtube,0.0,neutral
15 kgs baby 3years,@amalaammu3947,0,PARACETAMOL SYRUP,rl-Vao7PxN8,2025-09-26T14:56:08Z,youtube,0.0,neutral
Subscribed😊,@saniyasaniyasunny1935,0,PARACETAMOL SYRUP,rl-Vao7PxN8,2024-09-03T04:52:17Z,youtube,0.0,neutral
How much we can give to 1 year baby of 10 kgs,@PriyankaGuguloth-iv4bb,0,PARACETAMOL SYRUP,rl-Vao7PxN8,2024-12-12T05:21:04Z,youtube,0.0,neutral
Gracias a ti por compartir video de suma importancia.prevenir que lamentar a tiempo.Dios te Bendice grandemente.,@JosefinaZazueta-b3u,4,PARACETAMOL PARA QUE SIRVE Y EFECTOS SECUNDARIOS | GuiaMed,atFL7cHIOJM,2025-08-16T17:20:18Z,youtube,0.0,neutral
😮 excelente 💊,@LuisMiguelRíosreza,3,PARACETAMOL PARA QUE SIRVE Y EFECTOS SECUNDARIOS | GuiaMed,atFL7cHIOJM,2025-03-19T17:19:19Z,youtube,0.0,neutral
Exelente,@christofervelazquez4025,5,PARACETAMOL PARA QUE SIRVE Y EFECTOS SECUNDARIOS | GuiaMed,atFL7cHIOJM,2025-02-20T00:49:29Z,youtube,0.0,neutral
Buenas tardes disculpe soy alérgica a la penicilina la puedo tomar y también estoy tomando Dilantin de 100mg dos al día una en la mañana y otro en la noche por qué tengo epilepsia gracias,@normamartinez5956,0,PARACETAMOL PARA QUE SIRVE Y EFECTOS SECUNDARIOS | GuiaMed,atFL7cHIOJM,2025-08-20T20:40:27Z,youtube,0.0,neutral
Gracias por la información,@ElsyPerez-c1m,0,PARACETAMOL PARA QUE SIRVE Y EFECTOS SECUNDARIOS | GuiaMed,atFL7cHIOJM,2025-08-15T08:40:36Z,youtube,0.0,neutral
Nuestros niños yoman el paracetamol..,@yulianazegarrarivera8817,0,PARACETAMOL PARA QUE SIRVE Y EFECTOS SECUNDARIOS | GuiaMed,atFL7cHIOJM,2025-05-25T17:18:06Z,youtube,0.0,neutral
"El PARACETAMOL PUDRE EL HIGADO, EL CUAL HACEN DE INTERVENIR (OPERACIÓN), Y ESTA CAUSANDO MXERTX SEGURA,  COMO ESTAN ACOMPAÑADOS DE LA OBLIGATORIEDAD, ES CAUSA ADEMAS DE A.C.V. DERRAME CERREBRAL, PARO CARDIACO...OJO.",@vicentecamacho8198,0,PARACETAMOL PARA QUE SIRVE Y EFECTOS SECUNDARIOS | GuiaMed,atFL7cHIOJM,2025-09-03T14:35:08Z,youtube,0.0,neutral
muy bueno,@JoseRodriguez-bm1sw,0,PARACETAMOL PARA QUE SIRVE Y EFECTOS SECUNDARIOS | GuiaMed,atFL7cHIOJM,2025-02-27T22:12:18Z,youtube,0.0,neutral
"PARACETAMOL NO ES UN ANALGESICO, ES VENENO PARA LOS ENFERMOS...
👹👹👹👹👹👹👹👹👹👹👹👹👹👹",@Gely-z2c,0,PARACETAMOL PARA QUE SIRVE Y EFECTOS SECUNDARIOS | GuiaMed,atFL7cHIOJM,2025-09-24T12:27:40Z,youtube,-0.4466,negative
